source_id,target_id
team_175,team_47
team_176,team_283
team_176,team_642
team_176,team_31
team_176,team_535
team_177,team_632
team_177,team_275
team_177,team_308
team_177,team_460
team_177,team_125
team_178,team_271
team_178,team_305
team_178,team_364
team_178,team_35
team_179,team_182
team_179,team_194
team_18,team_408
team_18,team_72
team_18,team_196
team_180,team_112
team_180,team_437
team_180,team_430
team_181,team_555
team_181,team_485
team_181,team_438
team_181,team_110
team_182,team_442
team_182,team_413
team_182,team_594
team_183,team_586
team_183,team_405
team_184,1007
team_184,team_38
team_184,team_33
team_184,team_414
team_184,team_441
team_185,team_504
team_185,team_257
team_185,team_306
team_186,team_502
team_186,1030
team_186,team_413
team_186,team_365
team_186,team_671
team_187,team_207
team_187,team_486
team_187,team_171
team_187,team_629
team_187,team_547
team_188,team_418
team_188,team_600
team_189,team_130
team_189,team_648
team_19,team_179
team_19,team_480
team_19,team_222
team_19,team_10
team_19,team_295
team_190,team_357
team_190,team_25
team_190,team_474
team_190,team_356
team_190,team_366
team_191,team_310
team_191,team_443
team_191,team_288
team_191,team_129
team_191,team_489
team_192,team_552
team_192,team_101
team_193,team_261
team_193,team_654
team_193,team_117
team_193,team_656
team_194,1032
team_194,team_283
team_195,1021
team_195,team_628
team_195,team_196
team_196,team_170
team_196,team_491
team_196,team_672
team_197,team_575
team_197,team_256
team_198,team_78
team_198,team_291
team_198,team_395
team_198,team_209
team_198,team_613
team_199,team_205
team_199,team_341
team_2,team_589
team_2,1027
team_20,team_586
team_20,team_68
team_20,team_400
team_20,team_420
team_200,team_123
team_200,team_600
team_200,team_7
team_201,team_148
team_201,team_75
team_201,team_332
team_202,team_577
team_202,1043
team_203,team_546
team_203,team_45
team_203,team_665
team_203,team_397
team_204,team_521
team_204,team_652
team_205,1013
team_205,team_442
team_205,team_506
team_205,team_151
team_206,team_389
team_206,team_640
team_206,team_479
team_206,team_85
team_206,team_195
team_207,team_217
team_207,team_536
team_207,team_655
team_207,team_303
team_207,team_622
team_208,team_484
team_208,team_457
team_208,team_600
team_208,team_301
team_208,team_352
team_209,team_133
team_209,team_311
team_209,team_470
team_21,team_483
team_21,team_580
team_21,team_617
team_210,team_365
team_210,1030
team_210,team_510
team_210,team_354
team_210,team_222
team_211,team_250
team_211,team_382
team_211,team_293
team_211,team_369
team_211,team_312
team_212,team_568
team_212,1011
team_212,team_531
team_212,team_230
team_213,team_278
team_213,team_97
team_214,team_505
team_214,team_567
team_214,team_277
team_214,team_7
team_214,team_494
team_215,team_468
team_215,1018
team_215,team_14
team_215,team_326
team_215,team_259
team_216,team_70
team_216,team_28
team_216,team_337
team_216,team_667
team_216,team_591
team_217,team_491
team_217,team_565
team_217,team_544
team_217,team_372
team_218,team_562
team_218,team_36
team_218,team_38
team_218,team_80
team_218,team_473
team_219,team_337
team_219,team_287
team_219,team_268
team_219,team_165
team_22,team_346
team_22,team_164
team_22,team_549
team_220,team_231
team_220,team_254
team_220,team_500
team_221,team_599
team_221,team_539
team_221,team_605
team_221,team_315
team_222,team_233
team_222,team_328
team_223,team_388
team_223,team_219
team_223,team_333
team_224,team_86
team_224,team_547
team_225,team_307
team_225,1047
team_225,team_103
team_226,team_76
team_226,team_170
team_226,team_643
team_226,team_507
team_227,1013
team_227,team_584
team_228,team_488
team_228,team_497
team_228,team_461
team_228,team_369
team_229,team_100
team_229,team_288
team_229,team_496
team_23,team_113
team_23,team_424
team_230,team_121
team_230,team_587
team_230,team_635
team_230,team_688
team_230,team_102
team_231,team_191
team_231,team_574
team_231,team_335
team_232,team_284
team_232,team_163
team_233,team_613
team_233,team_604
team_233,team_625
team_233,team_263
team_233,team_537
team_234,team_470
team_234,team_463
team_234,team_329
team_234,team_598
team_234,team_450
team_235,team_58
team_235,team_627
team_235,team_109
team_235,team_617
team_236,team_246
team_236,team_631
team_237,team_299
team_237,team_664
team_237,team_129
team_238,team_276
team_238,team_213
team_238,team_564
team_239,team_199
team_239,1003
team_24,team_470
team_24,team_690
team_24,team_602
team_24,team_489
team_24,team_323
team_240,team_269
team_240,team_320
team_241,team_80
team_241,team_473
team_241,team_119
team_241,team_689
team_242,team_299
team_242,team_631
team_242,team_599
team_243,team_447
team_243,team_16
team_243,team_557
team_244,team_652
team_244,team_191
team_244,team_30
team_245,team_12
team_245,team_109
team_245,team_206
team_246,team_603
team_246,team_58
team_246,team_320
team_246,team_46
team_247,team_487
team_247,team_690
team_248,team_78
team_248,team_426
team_248,team_305
team_248,team_516
team_249,team_459
team_249,team_128
team_249,team_606
team_249,1041
team_249,team_453
team_25,team_611
team_25,team_286
team_25,1027
team_25,team_138
team_250,team_677
team_250,team_586
team_250,team_597
team_251,team_675
team_251,team_302
team_252,team_215
team_252,team_489
team_253,team_310
team_253,team_220
team_253,team_595
team_253,team_457
team_253,team_640
team_254,team_138
team_254,team_489
team_254,team_376
team_254,team_431
team_254,team_362
team_255,team_673
team_255,team_150
team_255,team_201
team_255,team_359
team_256,team_72
team_256,team_511
team_256,team_320
team_256,team_666
team_256,team_424
team_257,team_474
team_257,team_135
team_258,team_288
team_258,team_353
team_258,team_160
team_258,team_427
team_259,team_661
team_259,team_555
team_26,team_436
team_26,team_103
team_26,team_227
team_26,team_532
team_26,team_389
team_260,team_631
team_260,team_462
team_260,team_100
team_260,team_241
team_260,team_300
team_261,team_32
team_261,team_459
team_261,team_77
team_262,team_166
team_262,1030
team_262,team_636
team_262,team_616
team_262,team_276
team_263,team_341
team_263,team_563
team_263,1015
team_264,team_14
team_264,team_261
team_264,team_159
team_264,team_480
team_264,team_162
team_265,team_514
team_265,team_93
team_265,team_323
team_266,team_438
team_266,team_50
team_266,team_490
team_266,team_28
team_267,team_563
team_267,team_188
team_267,team_408
team_267,team_23
team_267,team_607
team_268,team_118
team_268,team_309
team_268,team_437
team_269,team_522
team_269,team_300
team_269,1003
team_269,team_315
team_27,team_597
team_27,team_59
team_27,team_663
team_27,team_506
team_270,team_467
team_270,team_551
team_270,team_500
team_271,team_361
team_271,team_564
team_271,team_556
team_271,team_402
team_272,team_351
team_272,team_228
team_272,team_76
team_272,team_275
team_272,team_582
team_273,team_27
team_273,team_433
team_273,1045
team_273,team_348
team_273,team_491
team_274,team_410
team_274,team_667
team_274,team_656
team_274,team_194
team_274,team_511
team_275,team_170
team_275,team_518
team_276,team_146
team_276,team_460
team_276,team_54
team_276,team_476
team_277,team_99
team_277,team_187
team_278,team_659
team_278,team_197
team_278,team_122
team_278,team_488
team_278,team_3
team_279,team_63
team_279,team_71
team_279,team_421
team_279,team_654
team_28,team_358
team_28,team_677
team_280,team_347
team_280,team_632
team_280,team_95
team_280,team_504
team_280,team_554
team_281,team_624
team_281,team_117
team_282,team_637
team_282,team_686
team_282,team_32
team_283,team_137
team_283,team_455
team_283,team_144
team_284,team_464
team_284,team_207
team_285,1030
team_285,1048
team_285,team_354
team_285,team_105
team_286,team_386
team_286,team_40
team_286,team_452
team_286,team_189
team_287,team_544
team_287,team_434
team_287,team_577
team_288,team_210
team_288,team_215
team_288,team_126
team_289,team_626
team_289,team_685
team_289,team_276
team_289,team_513
team_289,team_593
team_29,team_268
team_29,team_480
team_29,team_643
team_290,team_479
team_290,team_29
team_290,team_67
team_290,1010
team_291,team_32
team_291,team_68
team_291,team_559
team_291,team_2
team_291,team_121
team_292,team_373
team_292,team_597
team_292,team_330
team_292,team_644
team_292,team_446
team_293,team_476
team_293,team_333
team_293,team_237
team_293,team_409
team_294,team_152
team_294,team_272
team_294,team_406
team_294,team_582
team_294,team_386
team_295,team_78
team_295,team_327
team_295,1023
team_295,team_662
team_296,team_308
team_296,1009
team_296,team_577
team_296,team_688
team_296,team_1
team_297,team_319
team_297,team_266
team_297,team_614
team_297,team_38
team_297,team_256
team_298,team_627
team_298,team_285
team_298,team_680
team_299,team_634
team_299,team_143
team_299,team_633
team_3,team_34
team_3,team_461
team_30,team_59
team_30,team_391
team_300,team_137
team_300,team_327
team_300,team_356
team_301,team_215
team_301,team_239
team_301,team_176
team_301,team_552
team_301,team_392
team_302,team_205
team_302,team_291
team_302,team_5
team_302,team_327
team_303,team_16
team_303,team_487
team_303,team_123
team_303,team_184
team_304,team_679
team_304,team_677
team_304,team_420
team_305,team_137
team_305,team_419
team_305,1015
team_305,team_298
team_306,team_474
team_306,team_395
team_307,team_594
team_307,team_406
team_307,team_643
team_307,team_398
team_308,team_678
team_308,team_27
team_309,1026
team_309,team_626
team_309,team_572
team_309,team_357
team_309,team_617
team_31,team_652
team_31,team_111
team_31,team_640
team_310,team_79
team_310,team_333
team_310,team_653
team_310,team_431
team_310,team_161
team_311,1047
team_311,1039
team_311,team_335
team_312,team_160
team_312,team_143
team_312,team_270
team_312,team_550
team_312,team_179
team_313,team_473
team_313,team_397
team_313,team_673
team_313,team_75
team_313,team_553
team_314,team_597
team_314,team_197
team_314,team_437
team_314,team_659
team_314,team_145
team_315,team_622
team_315,team_430
team_315,team_311
team_315,1034
team_315,team_691
team_316,team_254
team_316,team_464
team_316,team_465
team_316,team_271
team_317,team_145
team_317,team_688
team_317,team_394
team_317,team_557
team_318,team_11
team_318,team_421
team_318,team_308
team_318,team_229
team_319,team_474
team_319,team_138
team_32,team_647
team_32,team_644
team_32,team_605
team_320,team_10
team_320,team_362
team_321,team_17
team_321,team_576
team_321,team_243
team_322,team_566
team_322,team_245
team_323,team_269
team_323,team_358
team_323,team_190
team_324,team_309
team_324,team_188
team_325,team_553
team_325,team_285
team_325,team_214
team_326,team_664
team_326,1027
team_327,1016
team_327,team_385
team_327,team_273
team_328,1017
team_328,team_214
team_328,team_299
team_328,team_101
team_329,team_443
team_329,team_54
team_329,team_159
team_33,team_494
team_33,team_469
team_330,team_528
team_330,team_601
team_330,team_154
team_330,team_471
team_331,team_621
team_331,1045
team_331,team_662
team_332,team_478
team_332,team_648
team_332,1032
team_332,team_11
team_333,team_425
team_333,team_448
team_333,team_688
team_333,team_153
team_333,team_507
team_334,team_121
team_334,team_128
team_334,team_351
team_334,team_615
team_334,team_190
team_335,team_170
team_335,team_307
team_336,team_406
team_336,team_605
team_336,team_544
team_336,team_325
team_337,team_520
team_337,team_612
team_337,team_451
team_337,team_145
team_337,team_8
team_338,team_659
team_338,team_655
team_339,team_451
team_339,team_471
team_339,team_264
team_34,team_368
team_34,team_473
team_34,team_422
team_34,team_438
team_34,team_141
team_340,team_449
team_340,team_343
team_340,team_669
team_340,team_29
team_341,team_195
team_341,team_689
team_341,team_492
team_341,team_115
team_342,team_132
team_342,team_14
team_343,team_142
team_343,team_399
team_343,team_174
team_343,team_568
team_343,team_109
team_344,team_673
team_344,team_167
team_344,team_433
team_344,team_381
team_345,team_98
team_345,team_100
team_345,team_319
team_345,team_608
team_345,team_341
team_346,team_15
team_346,team_588
team_346,team_522
team_346,team_25
team_347,team_660
team_347,team_5
team_347,team_260
team_348,team_378
team_348,team_568
team_349,team_16
team_349,team_310
team_349,team_584
team_349,team_262
team_35,team_572
team_35,team_628
team_35,team_620
team_35,team_678
team_35,team_648
team_350,team_616
team_350,team_661
team_351,1030
team_351,team_22
team_351,team_305
team_351,team_80
team_352,team_368
team_352,team_379
team_352,1007
team_352,team_220
team_353,team_577
team_353,team_661
team_353,team_424
team_354,team_185
team_354,team_639
team_355,team_138
team_355,team_544
team_356,team_401
team_356,team_441
team_356,team_473
team_357,team_2
team_357,team_396
team_357,team_341
team_357,team_98
team_358,team_579
team_358,team_604
team_358,team_131
team_358,team_101
team_359,team_2
team_359,team_624
team_359,team_1
team_36,team_304
team_36,team_463
team_360,team_502
team_360,team_614
team_360,team_462
team_360,team_437
team_360,team_305
team_361,team_527
team_361,team_159
team_361,team_373
team_362,team_156
team_362,team_315
team_362,team_680
team_362,team_601
team_362,team_503
team_363,1047
team_363,team_257
team_363,team_419
team_363,team_607
team_364,1008
team_364,team_242
team_365,team_249
team_365,team_180
team_365,team_29
team_365,team_320
team_366,team_164
team_366,1008
team_366,team_513
team_366,team_451
team_367,team_173
team_367,team_405
team_367,team_546
team_368,team_516
team_368,team_570
team_368,team_671
team_369,team_12
team_369,team_420
team_369,1044
team_369,team_457
team_37,team_479
team_37,team_125
team_370,team_586
team_370,team_450
team_370,team_584
team_370,team_428
team_371,team_320
team_371,team_16
team_371,team_428
team_371,1022
team_371,team_353
team_372,team_624
team_372,team_48
team_372,team_691
team_373,team_135
team_373,team_458
team_373,team_151
team_373,team_279
team_374,team_599
team_374,team_424
team_374,team_538
team_374,team_126
team_374,team_42
team_375,team_367
team_375,team_258
team_375,team_361
team_375,team_209
team_376,team_525
team_376,team_639
team_377,team_544
team_377,team_525
team_378,team_376
team_378,team_379
team_378,team_65
team_379,team_271
team_379,team_149
team_379,team_189
team_38,team_236
team_38,team_213
team_38,team_61
team_38,team_195
team_380,team_217
team_380,team_634
team_381,team_483
team_381,team_575
team_381,team_59
team_381,team_469
team_381,team_683
team_382,team_633
team_382,team_345
team_382,team_193
team_382,team_460
team_383,team_488
team_383,team_462
team_384,team_307
team_384,team_60
team_384,team_105
team_384,team_379
team_385,team_34
team_385,team_480
team_386,1039
team_386,team_106
team_386,team_395
team_386,team_318
team_386,team_124
team_387,team_621
team_387,team_602
team_388,team_481
team_388,team_590
team_388,team_566
team_388,1043
team_388,team_47
team_389,team_350
team_389,team_612
team_389,team_494
team_39,team_110
team_39,team_470
team_39,team_149
team_390,team_91
team_390,team_131
team_390,team_52
team_390,team_650
team_391,1041
team_391,team_282
team_391,team_85
team_392,team_46
team_392,team_538
team_392,team_537
team_392,team_617
team_392,team_20
team_393,team_399
team_393,team_314
team_393,team_411
team_393,team_431
team_394,team_681
team_394,team_606
team_394,team_101
team_394,team_637
team_395,team_114
team_395,team_358
team_395,team_140
team_395,team_57
team_396,team_315
team_396,team_287
team_396,team_660
team_396,team_610
team_396,team_192
team_397,team_129
team_397,team_592
team_397,team_667
team_397,team_184
team_398,team_34
team_398,team_66
team_398,team_77
team_398,team_666
team_399,team_173
team_399,team_603
team_399,team_86
team_399,team_131
team_399,team_34
team_4,team_648
team_4,team_357
team_4,team_171
team_4,team_673
team_4,team_80
team_40,team_650
team_40,team_673
team_400,team_523
team_400,team_388
team_400,1019
team_400,team_389
team_400,team_339
team_401,team_251
team_401,team_369
team_401,team_502
team_402,team_262
team_402,team_180
team_402,team_197
team_403,team_326
team_403,team_147
team_404,team_665
team_404,team_364
team_405,team_605
team_405,team_400
team_405,team_196
team_406,team_220
team_406,team_71
team_406,team_630
team_407,team_98
team_407,team_459
team_407,1045
team_408,team_390
team_408,team_679
team_408,team_96
team_408,team_273
team_408,team_464
team_409,team_469
team_409,team_27
team_409,team_547
team_409,team_274
team_41,team_488
team_41,team_232
team_41,team_393
team_41,team_680
team_410,team_480
team_410,team_313
team_410,team_406
team_410,team_518
team_410,team_541
team_411,team_202
team_411,team_238
team_411,team_612
team_411,team_181
team_411,team_285
team_412,team_646
team_412,team_499
team_413,team_566
team_413,team_149
team_413,team_89
team_413,team_530
team_414,team_316
team_414,team_130
team_415,team_305
team_415,team_47
team_415,team_528
team_416,team_458
team_416,team_138
team_416,team_259
team_417,team_376
team_417,1028
team_417,team_437
team_417,team_102
team_417,team_42
team_418,team_271
team_418,team_41
team_418,team_129
team_418,team_4
team_419,1029
team_419,team_348
team_419,team_145
team_42,team_189
team_42,team_180
team_42,1040
team_42,team_318
team_420,team_74
team_420,team_182
team_420,team_83
team_420,team_488
team_420,team_469
team_421,team_127
team_421,1020
team_422,team_252
team_422,team_192
team_422,team_560
team_422,team_616
team_423,team_156
team_423,team_32
team_423,team_273
team_423,team_331
team_423,team_166
team_424,team_274
team_424,team_441
team_425,team_111
team_425,team_156
team_425,team_515
team_425,team_605
team_425,team_549
team_426,team_638
team_426,team_53
team_427,team_95
team_427,team_187
team_427,team_322
team_428,1002
team_428,team_621
team_428,team_38
team_428,team_276
team_428,team_581
team_429,team_226
team_429,team_668
team_429,team_671
team_429,team_132
team_429,team_538
team_43,team_116
team_43,team_54
team_43,team_557
team_43,team_522
team_430,team_413
team_430,team_489
team_431,team_640
team_431,team_410
team_432,team_288
team_432,1017
team_432,team_383
team_432,team_116
team_433,team_276
team_433,team_660
team_433,team_634
team_433,team_15
team_434,team_177
team_434,1046
team_434,team_379
team_434,team_559
team_435,team_648
team_435,team_215
team_435,team_687
team_435,team_483
team_436,team_637
team_436,team_221
team_436,team_179
team_436,team_111
team_436,team_93
team_437,1038
team_437,team_324
team_437,team_24
team_437,1045
team_437,team_238
team_438,team_345
team_438,team_34
team_439,team_556
team_439,team_491
team_439,team_288
team_439,1038
team_439,team_651
team_44,team_317
team_44,team_383
team_44,1049
team_440,team_305
team_440,team_169
team_440,team_393
team_440,team_458
team_441,team_460
team_441,team_41
team_441,team_367
team_441,team_226
team_441,team_512
team_442,team_393
team_442,team_533
team_442,team_30
team_442,team_13
team_442,team_446
team_443,team_451
team_443,team_61
team_444,team_558
team_444,team_324
team_444,team_35
team_445,team_127
team_445,team_356
team_446,team_336
team_446,team_466
team_446,team_610
team_446,team_94
team_447,team_207
team_447,team_691
team_447,team_464
team_447,team_378
team_447,team_467
team_448,team_38
team_448,team_621
team_449,team_307
team_449,team_644
team_449,team_106
team_449,team_122
team_449,team_674
team_45,team_39
team_45,team_528
team_45,team_681
team_45,team_200
team_45,1032
team_450,team_615
team_450,team_680
team_450,team_459
team_451,team_170
team_451,team_115
team_452,team_65
team_452,team_392
team_452,team_388
team_453,team_578
team_453,1034
team_453,team_612
team_453,team_196
team_453,team_681
team_454,team_396
team_454,team_397
team_454,team_464
team_454,team_124
team_454,team_584
team_455,team_543
team_455,team_392
team_455,team_420
team_456,team_654
team_456,team_310
team_456,team_284
team_456,team_159
team_457,team_225
team_457,team_515
team_458,team_573
team_458,team_162
team_458,team_296
team_458,team_294
team_458,team_81
team_459,team_251
team_459,team_619
team_459,team_317
team_459,team_72
team_459,team_507
team_46,team_167
team_46,team_179
team_46,team_121
team_460,team_212
team_460,team_90
team_460,team_465
team_460,team_134
team_460,team_684
team_461,team_670
team_461,team_374
team_461,team_87
team_461,team_113
team_462,team_330
team_462,team_2
team_462,team_89
team_462,team_87
team_463,team_388
team_463,team_523
team_463,team_260
team_464,team_239
team_464,team_182
team_465,team_51
team_465,1027
team_465,team_387
team_466,team_486
team_466,team_563
team_466,team_173
team_466,team_619
team_467,team_114
team_467,team_339
team_468,team_94
team_468,team_96
team_468,team_497
team_468,team_54
team_468,team_432
team_469,team_585
team_469,team_121
team_469,team_17
team_469,team_346
team_469,team_647
team_47,team_469
team_47,team_485
team_470,team_172
team_470,team_563
team_470,team_645
team_470,team_597
team_471,team_173
team_471,team_453
team_471,team_518
team_472,team_169
team_472,team_532
team_473,team_334
team_473,team_205
team_473,team_202
team_474,team_87
team_474,team_261
team_474,team_373
team_474,team_533
team_475,team_126
team_475,team_285
team_475,team_235
team_475,team_640
team_476,team_17
team_476,team_631
team_476,team_333
team_476,team_621
team_477,team_518
team_477,team_646
team_478,team_600
team_478,team_590
team_478,team_196
team_479,team_662
team_479,team_630
team_479,team_97
team_48,team_575
team_48,1043
team_48,1030
team_48,team_129
team_480,team_646
team_480,team_587
team_481,team_655
team_481,team_248
team_481,team_582
team_481,team_438
team_482,team_513
team_482,team_633
team_483,team_647
team_483,team_332
team_483,team_50
team_483,team_28
team_484,team_328
team_484,team_472
team_484,team_120
team_484,team_690
team_484,team_109
team_485,team_46
team_485,team_437
team_485,team_500
team_486,team_241
team_486,team_368
team_486,team_614
team_486,team_187
team_486,team_342
team_487,team_372
team_487,team_421
team_487,team_174
team_487,team_396
team_488,team_348
team_488,team_277
team_489,team_167
team_489,team_30
team_489,team_469
team_489,team_282
team_489,team_184
team_49,team_10
team_49,team_321
team_490,team_622
team_490,team_44
team_490,team_283
team_490,team_200
team_490,team_356
team_491,team_229
team_491,team_200
team_491,team_514
team_491,team_53
team_492,team_514
team_492,team_338
team_492,team_513
team_492,1024
team_492,team_137
team_493,team_520
team_493,team_476
team_493,team_276
team_493,team_252
team_493,team_593
team_494,1050
team_494,team_10
team_494,team_313
team_494,team_510
team_495,team_317
team_495,team_55
team_495,1009
team_495,team_153
team_495,team_451
team_496,team_298
team_496,team_391
team_496,team_425
team_497,1047
team_497,team_423
team_497,team_100
team_497,team_580
team_498,team_389
team_498,team_565
team_498,team_32
team_499,team_41
team_499,team_52
team_5,team_562
team_5,team_311
team_5,team_63
team_5,team_682
team_5,team_618
team_50,team_172
team_50,team_143
team_500,team_399
team_500,team_367
team_500,team_57
team_500,team_391
team_500,team_187
team_501,team_61
team_501,team_524
team_501,team_424
team_502,1047
team_502,1040
team_503,team_90
team_503,team_361
team_503,team_491
team_504,team_191
team_504,team_613
team_504,team_53
team_504,team_183
team_504,team_356
team_505,team_203
team_505,team_416
team_505,team_623
team_505,team_33
team_506,team_522
team_506,team_524
team_506,team_546
team_506,team_505
team_507,team_492
team_507,1018
team_507,team_394
team_507,team_36
